ASV	percent	length	taxid	accession	correction
ASV_7578	93.93	313	97485	OR287434	294.0009
ASV_7579	100	323	2202744, 2202741, 57903	MK307729, MK307728, MH376919, MH376913, MH376912, PP902559, KT265270	323
ASV_7580	90.937	331	1453980	KF791347	301.00147
ASV_7581	93.631	314	2606406	MW874845	294.00134
ASV_7582	78.571	336	1543694	KF701597	263.99856
ASV_7583	90.741	324	1108076, 1469148, 1469147, 1469146, 524917	HQ591486, HQ591485, HQ591484, HQ591483, HQ591482, HQ591481, HQ591480, HQ591479, HQ591478, HQ591477, HQ591476, HQ591475, HQ591474, HQ591473, HQ591472, HQ591471, HQ591468, HQ591470, HQ591469, EU503535	294.00084
ASV_7584	84.639	332	2094265	MF998086	281.00148
ASV_7585	93.598	328	2316437	MZ923478	307.00144
ASV_7586	93.846	325	1925001	KY290313	304.9995
ASV_7587	76.73	318	3153643, 2819023	PP819650, MW748135	244.0014
ASV_7589	96.726	336	2651821	MT334506	324.99936
ASV_759	99.696	329	91992	KY980029	327.99984
ASV_7590	92.988	328	31276, 75308	AF497479, AF324218, AF042708, AF126013	305.00064
ASV_7591	93.399	303	1010426	JF488773	282.99897
ASV_7592	88.095	336	627966	FJ799794	295.9992
ASV_7593	97.568	329	3043346	OQ909086	320.99872
ASV_7594	97.281	331	2056977	MG661056, MG661055, MG661054	322.00011
ASV_7595	94.495	327	1321399	JX535341, JX535340	308.99865
ASV_7596	95.152	330	240571	AY268040	314.0016
ASV_7597	90.52	327	2863858	MZ663830, MZ663823	296.0004
ASV_7598	89.426	331	66473	JF791053	296.00006
ASV_7599	91.131	327	1010510, 1010453	JF488824, JF488797	297.99837
ASV_76	100	330	2737747, 2737745, 159749	MT489376, MT489371, KY980395, KY980372, KY980347, KY980344, OK147677, HM991696, DQ514878	330
ASV_760	97.872	329	2651821	MT334512	321.99888
ASV_7600	88.04	301	658120	AB512122	265.0004
ASV_7601	81.726	394	1732396	KP306753	322.00044
ASV_7602	96.96	329	676789	MT117945, FJ997213, FJ997212	318.9984
ASV_7603	96	325	1108076, 1469148, 1469147, 1469146	HQ591486, HQ591485, HQ591484, HQ591483, HQ591482, HQ591481, HQ591480, HQ591479, HQ591478, HQ591477, HQ591476, HQ591475, HQ591474, HQ591473, HQ591472, HQ591471, HQ591468, HQ591470, HQ591469	312
ASV_7604	95.975	323	1244696	JQ315679	309.99925
ASV_7605	95.679	324	195504	AF508272	309.99996
ASV_7606	98.788	330	2555684, 420782, 2107305, 216921	LC466960, MK795713, MK795708, MG972267, MG972266, MG972265, MG972264, MG972263, KF925340, AJ535167	326.0004
ASV_7607	98.471	327	1010465	JF488808	322.00017
ASV_7608	99.39	328	2865413, 2865460, 2780306, 2780316	MZ678093, MZ678091, MW134826, MW134825, MW135009	325.9992
ASV_7609	93.617	329	271692	FJ473379, FJ473378	307.99993
ASV_7610	97.583	331	151027	AF290540	322.99973
ASV_7611	90.549	328	2586234, 324873, 2031109, 746505	MK370224, MG660999, MF077766, KR048725, MN784587, GU969179, GU594643	297.00072
ASV_7612	94.311	334	296587, 38833, 1907928, 1570327	MT117943, KY980374, KY980365, KY980282, LC806249, LC806245, LC806243, LC806242, KX523155, KU244669, KU244663, KU244659, KU244653, KU244645, KU244641, KU244638, KU244634, KU244632, KU612123, KT860888, KT860879, KP899802, OQ436457, OQ428650, KR089059, KJ010081, OM521954, KF501035, KF501030, KF501024, KF501019, JF791090, HM191693, CP001575, AB183589, AY955010, AY955011, AY954998, AY955008, AY955007, AY955006, AY955002, AY955001, AY954997, AY954993	314.99874
ASV_7613	94.444	324	118080, 1239450	LC189148, JX660990	305.99856
ASV_7614	87.227	321	237451, 290070	AY251290, AY590478	279.99867
ASV_7615	88.11	328	2762, 1489483	KF631378, KF631377, KF631376, FR865776, AY823716, X68483	289.0008
ASV_7616	87.915	331	2966	KR527301, KR527298, DQ388461	290.99865
ASV_7618	93.598	328	663693, 627967, 627964, 627968	GQ354272, FJ799798, FJ799796, FJ799795	307.00144
ASV_7619	99.392	329	281614	AB181904	326.99968
ASV_762	96.308	325	693931	FJ870103	313.001
ASV_7620	92.47	332	2109573	LC375250	307.0004
ASV_7621	95.808	334	240573	AY268043	319.99872
ASV_7622	95.137	329	89963	MH071708	313.00073
ASV_7623	86.93	329	66473	JF791029	285.9997
ASV_7624	99.392	329	2083298	PQ590051, PQ590050	326.99968
ASV_7625	98.784	329	225107, 66473, 319230, 156230, 107757, 58158	MH161392, KU314866, OK093379, FR865627, JF790989, HM067002, FJ587220, FJ587219, EF492505, EF492503, EF492502, EF492501, DQ779991, AF352818, AF274259, AJ415517, AF009216, AF009131, AF022195	324.99936
ASV_7626	90.274	329	2950213, 2916, 692278, 644172, 644171	ON660964, ON660963, ON660962, FJ824910, FJ402961, FJ402958, FJ402957	297.00146
ASV_7627	97.492	319	1891237, 1168856	KU715766, JN831803, JN831802	310.99948
ASV_7628	91.317	334	1138462, 74736, 188228, 380453, 188236, 588352	KY633358, KY633345, GQ355428, GQ355427, DQ459980, DQ459959, AF411903, PQ146258	304.99878
ASV_7629	99.697	330	88552	MK368308, MK368275, MK368271, MK368117, MK368084, MK368059, MK368024, MK367987, MK367979, MK367922, MK367917, MK367900, MK367888, MK367864	329.0001
ASV_763	100	325	2589718, 417073	LC487718, AB771455	325
ASV_7630	92.47	332	2805723	MW521829	307.0004
ASV_7631	99.062	320	947090	HQ876007	316.9984
ASV_7632	90.991	333	2586234, 2031109	MK370224, MF077766	303.00003
ASV_7633	94.225	329	324873, 746505	MG660999, KR048725, MN784587, GU969179, GU594643	310.00025
ASV_7634	86.228	334	1367455	KC779511	288.00152
ASV_7635	94.006	317	3068901	OR427350	297.99902
ASV_7636	98.667	300	2684370, 407301, 66473	MN821569, JF791096, AF022201	296.001
ASV_7637	94.88	332	1453980	KF791347	315.0016
ASV_7638	92.355	327	2863858	MZ663830, MZ663823	302.00085
ASV_7639	81.609	348	748992	OR356145, MZ413971, GU969195	283.99932
ASV_764	96.024	327	418946	KF422621, AM490987	313.99848
ASV_7640	92.793	333	240571	AY268040	309.00069
ASV_7641	92.771	332	41120	OM966642	307.99972
ASV_7642	95.455	330	3043770	OQ909085	315.0015
ASV_7643	99.077	325	1108076, 1469148, 1469147, 1469146	HQ591486, HQ591485, HQ591484, HQ591483, HQ591482, HQ591481, HQ591480, HQ591479, HQ591478, HQ591477, HQ591476, HQ591475, HQ591474, HQ591473, HQ591472, HQ591471, HQ591468, HQ591470, HQ591469	322.00025
ASV_7644	97.866	328	156128, 41886	PQ587458, OR922706, OR922669, JN934688, AY425306, AB158376, AB058391, X75565	321.00048
ASV_7645	98.366	306	2082235	LC847708	300.99996
ASV_7646	100	326	408822, 1307819, 1206337, 1206335, 634193	NG_064909, NG_063012, EU940028, EU940017, FJ358329, EF016375, EF016374, EF016370, EF016369, EF016368, EF016367, EF016366	326
ASV_7647	99.385	325	449394	EF429096	323.00125
ASV_7648	92.192	333	52230, 145522, 1244665, 642938, 44434, 425076	OM837353, OM837347, JQ315724, JQ315714, FJ896238, FJ896225, EF044311	306.99936
ASV_7649	94.26	331	2109572	LC375249	312.0006
ASV_765	96.073	331	151027	AF290540	318.00163
ASV_7650	100	326, 323, 322, 320, 319, 315, 313, 312, 301	161657, 1707700, 450181, 70808, 3018795, 2895526, 2006146, 29918, 29917, 887100, 395010, 553858, 1709935, 1779656, 1708399, 1701991, 1628913, 89940, 89940;1563334, 29917;450181, 1457147, 1457148, 1457144, 1457143;1457146, 1449643, 1449650, 1295155, 1225209, 1223656, 1085071, 92950, 798209, 709961, 1338630, 29917;92950;237183, 622355, 622350, 487641, 447242, 378992, 312996, 312995, 312990, 1628911, 1628910, 986880, 1628909, 986902, 29918;70808;450181;664271;664273	MT644477, MN906963, MH879819, LC847972, LC847971, LC847969, LC847968, LT860211, MH047202, MH047193, MH015009, PQ056723, PP980535, PP957910, PP177344, KR074017, OR243761, OR673585, KU512834, OR081620, KT582249, KT384175, KU158172, OQ861105, KP997210, KP872512, KM096362, OQ201834, KM222220, KM222206, KJ909958, KJ725202, KF776915, KF776913, KF776912, KF776910, KF769001, KF768874, MZ330785, MZ314137, JX096915, KC545871, MZ151072, JX273057, JX139938, JN397376, MT770955, MT770927, MT767175, MT767174, MT767108, JF719074, HM347335, HM195296, GU322367, AY251096, AY251093, AY251091, GQ458030, FJ716252, FJ716247, FJ556907, EU343117, EU343116, EU343115, EU343113, EU343111, EU343109, EU343108, EU343107, EU343106, EU343102, EU343096, EU343092, EU343090, EU343089, EU343088, EU343087, EU343085, EU343083, EU343081, EU343077, EU343074, EU343072, EU343070, EU343069, EU343068, EF392680, EU167592, EU167591, EU167558, NG_016540, EF611043, DQ678022, DQ678004, AB255203, AF548070, AY741251, AY741249, AY741237, AJ301721, AJ301715, JN546119, JN546121, KC977560, KM096331, KM096275, KM096180, MT770960, KM096268, KM096187, FJ590617	326, 323, 322, 320, 319, 315, 313, 312, 301
ASV_7651	89.18	305	88552	MK367941, MK367936	271.999
ASV_7652	85.928	334	281027	AY620254	286.99952
ASV_7653	77.955	313	34480, 4860, 90248, 2040703	OM692370, JX242608, JX242606, MW127175, NG_070283, AY635841, D29946	243.99915
ASV_7654	94.684	301	1928008	MK835055	284.99884
ASV_7655	96.677	331	240571	AY268040	320.00087
ASV_7656	97.576	330	663693, 627967, 627964, 627968	GQ354272, FJ799798, FJ799796, FJ799795	322.0008
ASV_7657	97.554	327	646139	FJ409603	319.00158
ASV_7658	90.549	328	2723226, 3061869	MN707942, PP905717	297.00072
ASV_7659	97.273	330	1545445	KM516201	321.0009
ASV_766	100	329	1982023	KY980263	329
ASV_7660	94.848	330	2555684, 420782, 2107305, 216921	LC466960, MK795713, MK795708, MG972267, MG972266, MG972265, MG972264, MG972263, KF925340, AJ535167	312.9984
ASV_7661	92.625	339	2530480	MK578712	313.99875
ASV_7662	96.573	321	181621, 273907	AF399123, AF399122, AY541683	309.99933
ASV_7663	87.58	314	60595	OR921517	275.0012
ASV_7664	98.542	343	2044469	MG099001	337.99906
ASV_7665	93.656	331	66473	JF791053, JF791029	310.00136
ASV_7666	86.364	330	302480, 1655532	AB195668, LC054946	285.0012
ASV_7667	90.746	335	741090, 563755	GQ144681, LC663795	303.9991
ASV_7668	97.885	331	88552	MK368074	323.99935
ASV_7669	91.916	334	276838	AY601708	306.99944
ASV_767	97.264	329	95528	AJ420689	319.99856
ASV_7670	98.476	328	373042, 418974	LC595681, LC595680, AB847980, AB778293, AB847976, AB847975, AB847974, AB847973, AB478413, AM490994, AB250784	323.00128
ASV_7671	95.122	328	1010487;1010569, 1010567;1010568, 1010543, 1010507, 1010474;1010503;1010513;1010526	JF488814, JF488849, JF488839, JF488823, JF488813	312.00016
ASV_7672	99.355	310	2974818, 2315479	CP103416, OP278935, OP278933	308.0005
ASV_7673	99.696	329	1880593, 1881117, 1884248, 463624	KT943651, OM891870, MW750339, MN750496, EU090031	327.99984
ASV_7674	90.214	327	2744139	MT611055	294.99978
ASV_7675	99.077	325	127567	KY980155, KY980151, KY980148, KY980136, KY980116, KY980104, KY980081, AB601108, AM491022	322.00025
ASV_7676	94.242	330	2109572	LC375249	310.9986
ASV_7677	98.171	328	1010452	JF488796	322.00088
ASV_7678	97.576	330	88552	MK368167	322.0008
ASV_7679	93.353	331	629752	FJ824124	308.99843
ASV_768	97.879	330	629753	FJ824125	323.0007
ASV_7680	95.758	330	2316437	MZ923438	316.0014
ASV_7681	98.476	328	1155437, 1155434, 1104436, 483369, 189818	JN934682, JN934678, HQ710561, EU247836, AB081517	323.00128
ASV_7682	95.122	328	284941	AB183649	312.00016
ASV_7683	94.495	327	2011922	OQ702911, OQ702910, OQ702908, OQ702901, OQ702896, OQ702893, OQ702892, OQ702889	308.99865
ASV_7684	95.455	330	88552	OM943592, OM943584	315.0015
ASV_7685	92.424	330	2058121	OQ702918	304.9992
ASV_7686	96.508	315	457367	EU025010	304.0002
ASV_7687	95.441	329	66473	JF791053, JF791029	314.00089
ASV_7688	89.457	313	3120116	PP326846	280.00041
ASV_7689	93.636	330	136184, 148993, 184761, 2056978, 119372, 746506	MG661071, MG661070, MG661069, MG661068, MG661067, MG661066, MG661065, MG661063, MG661061, MG661060, MG661059, MG661058, MG661057, MG661053, MG661052, MG660873, MG660872, MG660871, JX995322, JX995319, MN784616, GU594644	308.9988
ASV_769	97.289	332	232288	KY980049, AJ564773	322.99948
ASV_7690	93.313	329	188541	ON678242, ON678241, ON678240, ON678239, ON678238, ON678237, ON678236, HQ912614, EU090011, AY485477	306.99977
ASV_7691	94.495	327	1654606, 2909459, 1132520	KP749831, OP445725, JN934989	308.99865
ASV_7692	99.698	331	29205, 83371	MG022771, HQ912576, AF525672	330.00038
ASV_7693	99.392	329	1884248	PQ645523	326.99968
ASV_7694	92.57	323	2037922	LC322144	299.0011
ASV_7696	98.182	330	629753	FJ824125	324.0006
ASV_7697	98.176	329	1486463, 2611280, 2748608	HG970975, LC603171, LC603170, LC599498	322.99904
ASV_7698	86.585	328	2006547	KY652918	283.9988
ASV_7699	99.696	329	413064	AB284159	327.99984
ASV_77	100	328, 305	240364, 49240, 2302000, 1922284, 463619	PQ645535, PQ645531, PQ645527, PQ645524, PQ587454, MH843674, MH764741, OR922704, OR193738, KT860998, OK147659, OM688898, JN934684, EU090014, EU090013, KT884476	328, 305
ASV_770	100	332	244423, 282290	AM774527, AY553975, AY553974	332
ASV_7700	96.96	329	91991, 2303412	KR998397, MZ611730, HQ710555, AF123596	318.9984
ASV_7701	98.78	328	663693, 627967, 627964, 627968	GQ354272, FJ799798, FJ799796, FJ799795	323.9984
ASV_7702	99.695	328	1079765	HQ228948	326.9996
ASV_7703	99.077	325	1607872	KJ609050	322.00025
ASV_7704	98.773	326	1955566	KY980292, KY980279	321.99998
ASV_7705	99.696	329	88552	MK368324	327.99984
ASV_7706	98.182	330	88552	MK368323, MK367913	324.0006
ASV_7707	98.71	310	2448046	OQ055055	306.001
ASV_7708	92.182	307	1469152	KF952434	282.99874
ASV_771	97.281	331	151027	AF290540	322.00011
ASV_7710	98.377	308	1913989	MK603540	303.00116
ASV_7711	98.769	325	871236	FR677016	320.99925
ASV_7712	99.394	330	88552	MK368181	328.0002
ASV_7713	93.182	308	2786, 2748608	NC_035573, JQ408795, LC564893	287.00056
ASV_7714	81.667	300	947098	HQ876006	245.001
ASV_7715	99.353	309	2026735	MT084045, MT084044	307.00077
ASV_7716	94.801	327	1321399	JX535341, JX535340	309.99927
ASV_7717	98.777	327	1010487;1010569, 1010567;1010568, 1010543, 1010507, 1010474;1010503;1010513;1010526	JF488814, JF488849, JF488839, JF488823, JF488813	323.00079
ASV_7718	98.154	325	1434982, 1607872	KU525746, KJ609050	319.0005
ASV_772	96.296	324	2340796	LC424403	311.99904
ASV_773	98.187	331	1167876, 1891026	KY980380, KY980358, KY980332, KY980319, KY980315, KY980289, KY980286, KY980256, KY980200, KY980190, KY980027, KY979986	324.99897
ASV_7733	96.285	323	1925001	KY290313	311.00055
ASV_774	99.077	325	2022002	MF527277	322.00025
ASV_7741	98.765	324	136184, 148993, 184761, 2056978, 119372, 746506	MG661071, MG661070, MG661069, MG661068, MG661067, MG661066, MG661065, MG661063, MG661061, MG661060, MG661059, MG661058, MG661057, MG661053, MG661052, MG660873, MG660872, MG660871, JX995322, JX995319, MN784616, GU594644	319.9986
ASV_7749	97.674	301	163516	NC_024084	293.99874
ASV_775	100	328	2827003, 1519750, 1519751	LC625683, KF935290, KF935289	328
ASV_7750	99.088	329	1519423	KJ481826	325.99952
ASV_7752	97.598	333	2546683	MK635504	325.00134
ASV_7753	95.745	329	1655527, 1918384	LC054938, OR921502, OR921501	315.00105
ASV_7754	96.764	309	434087	EF468720	299.00076
ASV_7755	92.105	304	3118044	OR691402	279.9992
ASV_7756	98.447	322	77931, 1273570, 437766	KY980412, JQ966995, JQ966994, EF195738	316.99934
ASV_7757	98.784	329	39450, 1905723, 1905723;2315413, 39449, 2364126, 89963, 3075827, 2968077, 71860, 1286876, 3019568, 2820087, 1290334, 2902008, 1519423, 35672, 237448	MK547149, MK547148, MN824022, MN824019, MK995620, MK541783, KY980288, KY980214, MH071714, LC779630, OP522114, OP522113, OP522112, OP522111, OP522110, OP522109, OP522108, OP522107, OR922666, OP256707, OP601437, ON427000, ON426999, OQ220501, ON229905, OP094113, OP094108, MW979865, MW979864, MW784604, MW784602, MZ571946, MW024113, MW024112, MW024111, MW024110, KJ481826, JX402086, JF715165, FJ587221, EU780639, EF492500, DQ336060, AY803740, AY251287, AY421791, AB183673, DQ028763, DQ004734, Y16238	324.99936
ASV_7758	89.189	333	1196155, 1128109, 278122	JQ697716, JQ697715, JQ697714, JN811191, JN811170, AB178582	296.99937
ASV_7759	99.69	323	1143158, 1742626, 2859630	KY815044, KT852152, MZ569918, JF832986	321.9987
ASV_776	100	321	340078	AJ786648	321
ASV_7760	89.157	332	151027	AF290540	296.00124
ASV_7761	95.046	323	1244696	JQ315679	306.99858
ASV_7762	99.091	330	2555684, 420782, 2107305, 216921	LC466960, MK795713, MK795708, MG972267, MG972266, MG972265, MG972264, MG972263, KF925340, AJ535167	327.0003
ASV_7763	98.788	330	2555684, 420782, 2107305, 216921	LC466960, MK795713, MK795708, MG972267, MG972266, MG972265, MG972264, MG972263, KF925340, AJ535167	326.0004
ASV_7764	99.39	328	2856	KY980216, KY054946, KU561207, KU561206, KU561205, KU561117	325.9992
ASV_7765	93.051	331	1980070	OR286794	307.99881
ASV_7766	99.39	328	195640, 3228764	MG895429, MG895428	325.9992
ASV_7767	93.293	328	2012228	MW898451	306.00104
ASV_7768	94.817	328	2704025, 2704024	LC431094, LC431093, LC431092, LC431091, LC431090, LC431089, LC431088, LC431087, NG_070695, NG_070694	310.99976
ASV_7769	92.926	311	2511775	MK547176	288.99986
ASV_777	98.792	331	3018275	OQ162334	327.00152
ASV_7770	99.379	322	96446, 360708, 2739562, 360682, 360681, 360664, 360663	OP653727, MT522694, MT522665, DQ297709, DQ297708, DQ297700, DQ297699, DQ297698	320.00038
ASV_7771	94.136	324	2840216, 2586740, 1348343, 2974346	OU230608, PQ010609, KC771341, OP288116	305.00064
ASV_7772	95.152	330	88552	MK368328	314.0016
ASV_7773	96.979	331	2912879	OM415986	321.00049
ASV_7774	98.485	330	88552	OM943595	325.0005
ASV_7775	98.48	329	262427, 262428, 289378, 310565	OQ680142, LC515992, LC515991, HM067007, HM067005, DQ847435, AY743960	323.9992
ASV_7776	97.583	331	361427	DQ303924	322.99973
ASV_7777	98.765	324	136184, 148993, 184761, 2056978, 119372, 746506	MG661071, MG661070, MG661069, MG661068, MG661067, MG661066, MG661065, MG661063, MG661061, MG661060, MG661059, MG661058, MG661057, MG661053, MG661052, MG660873, MG660872, MG660871, JX995322, JX995319, MN784616, GU594644	319.9986
ASV_7778	97.231	325	395882	DQ811090	316.00075
ASV_7779	99.336	301	555845, 420261	FJ002206, FJ002200	299.00136
ASV_778	99.696	329	1679438, 547557	KY980245, FM180528	327.99984
ASV_7780	86.585	328	1213619	JX272636	283.9988
ASV_7781	95.427	328	3061869	PP905717	313.00056
ASV_7782	96.894	322	181622, 1706300	MK585220, KR263893	311.99868
ASV_7784	98.176	329	2598554	MN211376	322.99904
ASV_7785	99.071	323	324873, 746505	MG660999, KR048725, MN784587, GU969179, GU594643	319.99933
ASV_7786	97.289	332	151027	KY979984	322.99948
ASV_7787	96.096	333	629761	FJ824127	319.99968
ASV_7788	96.988	332	151027	KY979984	322.00016
ASV_7789	94.817	328	2704025, 2704024	LC431094, LC431093, LC431092, LC431091, LC431090, LC431089, LC431088, LC431087, NG_070695, NG_070694	310.99976
ASV_779	95.395	304	1928008	MK835027	290.0008
ASV_7791	98.788	330	1167876	MZ613177, JN848814	326.0004
ASV_7796	96.44	309	2705534	CP048620	297.9996
ASV_7797	97.872	329	2066608, 3373029, 862916	LC366958, KX290713, OR461206, OR453865, OR453864	321.99888
ASV_7798	96.942	327	1010556, 1010533, 1010473;1010490;1010542	JF488846, JF488832, JF488812	317.00034
ASV_78	100	330	77931	KY980217, AJ421146	330
ASV_780	100	325	2448773, 2777711	LC424401, ON176660, MW077182, MW077181, MW077180, MW077179, MW077178	325
ASV_7807	95.77	331	1486463, 2611280, 2748608	HG970975, LC603171, LC603170, LC599498	316.9987
ASV_7808	94.562	331	629761	FJ824127	313.00022
ASV_7809	95.166	331	2589715, 1524185, 1234160, 663693, 627967, 627964, 627968, 420540	MK234637, AB973542, JX481078, GQ354272, FJ799798, FJ799796, FJ799795, AB290575	314.99946
ASV_781	88.685	327	1357977	KF384519	289.99995
ASV_7810	98.176	329	88552	MK367913	322.99904
ASV_7816	96.061	330	91992	AF167154	317.0013
ASV_7817	97.561	328	37097, 354588	HF952610, DQ228122	320.00008
ASV_782	97.898	333	1982022	KY980258	326.00034
ASV_7822	95.21	334	627966	FJ799794	318.0014
ASV_7823	96.687	332	151027	KY979984	321.00084
ASV_7827	93.009	329	88552	MK368364	305.99961
ASV_7829	99.67	303	1653212, 2315479	KP770073, OP278934	302.0001
ASV_783	100	322	2576788	MK896829, MK896828	322
ASV_7830	98.485	330	88552	PP905700, PP905699	325.0005
ASV_7835	99.333	300	243198	JN207229, JN207228, JN207221	297.999
ASV_7836	93.75	336	361427	DQ303924	315
ASV_784	100	330	216802, 3005	MH782134, MH782132, MH782130, MH712338, MH712334, MH712333, MH712330, MH712329, MH712328, MH712327, KY980388, KY980326, KY980242, PQ112461, OM891884, OP304774, MW750346, JQ315664, AY485487	330
ASV_7844	99.088	329	89963, 237448	KY980288, KY980214, AY251287	325.99952
ASV_7845	99.392	329	2684370, 407301, 66473	MN821569, JF791096, AF022201	326.99968
ASV_7846	98.788	330	1050097, 1050099	HM853787, HM853786, HM853785	326.0004
ASV_7847	96.386	332	741090	GQ144681	320.00152
ASV_7848	99.693	326	2305714, 6063, 1401354	MH796798, XR_010393522, XR_010393519, XR_010393517, XR_010393514, XR_010393512, XR_010393511, XR_010393510, XR_010393509, XR_010393508, XR_010393506, XR_010393505, XR_010393503, XR_010393502, XR_010393501, XR_010393500, XR_010393499, XR_010393498, XR_010393497, XR_010393496, XR_010393495, XR_010393492, XR_010393489, XR_010393488, XR_010393487, XR_010393481, XR_010393403, XR_010393400, XR_010393399, OY776061, KF699110, KF176620, KC902238	324.99918
